epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,4.43598,2.28499,4.71138,2.94009,0.68117,0.25,0.2632,0.02998,2.52066,5.01452,6.48657,0.00153497,0.00153497,0.00153497
14,4.77157,1.96559,3.87211,2.81076,0.27126,0.83291,0.52346,0.16401,1.74481,7.36544,4.81841,0.00152397,0.00152397,0.00152397
15,5.10009,1.88993,3.79454,2.6526,0.27126,0.83291,0.52346,0.16401,1.74481,7.36544,4.81841,0.00151297,0.00151297,0.00151297
16,5.43173,1.69652,3.82847,2.36424,0.2855,0.41667,0.48833,0.12186,1.84133,7.07167,4.21847,0.00150197,0.00150197,0.00150197
17,5.74881,1.66268,3.3185,2.30309,0.2855,0.41667,0.48833,0.12186,1.84133,7.07167,4.21847,0.00149096,0.00149096,0.00149096
18,6.08914,1.51276,3.49573,1.9384,0.2855,0.41667,0.48833,0.12186,1.84133,7.07167,4.21847,0.00147996,0.00147996,0.00147996
19,6.40481,2.08632,3.8297,2.84706,0.17795,0.16667,0.09199,0.04444,2.73175,22.2849,3.81826,0.00146896,0.00146896,0.00146896
20,6.72022,2.12117,3.62681,2.97646,0.17795,0.16667,0.09199,0.04444,2.73175,22.2849,3.81826,0.00145796,0.00145796,0.00145796
21,7.03222,1.94384,3.68708,2.54598,0.329,0.16667,0.19837,0.09772,2.18233,7.18594,3.04339,0.00144696,0.00144696,0.00144696
22,7.34505,2.21739,3.46547,3.08708,0.329,0.16667,0.19837,0.09772,2.18233,7.18594,3.04339,0.00143595,0.00143595,0.00143595
23,7.6586,2.21603,3.67552,3.35207,0.329,0.16667,0.19837,0.09772,2.18233,7.18594,3.04339,0.00142495,0.00142495,0.00142495
24,7.97291,1.6677,3.33959,2.3819,0.87439,0.16667,0.26664,0.16584,1.47561,4.96901,2.38362,0.00141395,0.00141395,0.00141395
25,8.29577,1.32101,3.16745,1.77811,0.87439,0.16667,0.26664,0.16584,1.47561,4.96901,2.38362,0.00140295,0.00140295,0.00140295
26,8.61967,1.38656,2.941,1.97559,0.32648,0.58333,0.4762,0.18887,1.6234,6.46596,2.87831,0.00139195,0.00139195,0.00139195
27,8.95982,1.28176,2.76742,1.76381,0.32648,0.58333,0.4762,0.18887,1.6234,6.46596,2.87831,0.00138094,0.00138094,0.00138094
28,9.29414,1.11576,3.0352,1.69063,0.32648,0.58333,0.4762,0.18887,1.6234,6.46596,2.87831,0.00136994,0.00136994,0.00136994
29,9.63223,1.29688,2.90192,1.85169,0.17488,0.75,0.28708,0.11469,1.92722,11.5623,3.567,0.00135894,0.00135894,0.00135894
30,9.94924,1.12131,2.62407,1.68968,0.17488,0.75,0.28708,0.11469,1.92722,11.5623,3.567,0.00134794,0.00134794,0.00134794
31,10.2679,1.17227,2.52554,1.76479,0.36235,0.58333,0.47941,0.22041,1.70048,7.30724,2.8369,0.00133693,0.00133693,0.00133693
32,10.5952,1.05607,2.97698,1.81162,0.36235,0.58333,0.47941,0.22041,1.70048,7.30724,2.8369,0.00132593,0.00132593,0.00132593
33,10.9254,1.02644,2.75832,1.59857,0.36235,0.58333,0.47941,0.22041,1.70048,7.30724,2.8369,0.00131493,0.00131493,0.00131493
34,11.2526,0.98376,2.45609,1.56822,0.67687,0.58333,0.56702,0.20965,1.49429,5.31453,2.43717,0.00130393,0.00130393,0.00130393
35,11.5649,1.11131,2.50251,1.6403,0.67687,0.58333,0.56702,0.20965,1.49429,5.31453,2.43717,0.00129293,0.00129293,0.00129293
36,11.8758,0.95825,2.43933,1.54811,0.51635,0.41667,0.42076,0.25937,1.24326,4.09851,2.07473,0.00128192,0.00128192,0.00128192
37,12.1974,1.0242,2.34164,1.58104,0.51635,0.41667,0.42076,0.25937,1.24326,4.09851,2.07473,0.00127092,0.00127092,0.00127092
38,12.5213,0.80815,2.29998,1.45875,0.51635,0.41667,0.42076,0.25937,1.24326,4.09851,2.07473,0.00125992,0.00125992,0.00125992
39,12.8559,0.9129,1.99064,1.59952,0.48709,0.41667,0.42116,0.28152,1.16353,3.6411,2.08515,0.00124892,0.00124892,0.00124892
40,13.1842,0.8255,2.08824,1.51448,0.48709,0.41667,0.42116,0.28152,1.16353,3.6411,2.08515,0.00123791,0.00123791,0.00123791
41,13.5532,0.85325,2.30122,1.311,0.28181,0.41667,0.34019,0.18579,1.17048,3.37507,1.99558,0.00122691,0.00122691,0.00122691
42,13.8979,1.03984,2.1249,1.50239,0.28181,0.41667,0.34019,0.18579,1.17048,3.37507,1.99558,0.00121591,0.00121591,0.00121591
43,14.2222,0.87185,2.11284,1.46807,0.28181,0.41667,0.34019,0.18579,1.17048,3.37507,1.99558,0.00120491,0.00120491,0.00120491
44,14.5527,0.79397,1.77382,1.30962,0.95576,0.25,0.33411,0.19632,1.34188,3.49887,2.14183,0.00119391,0.00119391,0.00119391
45,14.8724,0.94805,1.95563,1.47575,0.95576,0.25,0.33411,0.19632,1.34188,3.49887,2.14183,0.0011829,0.0011829,0.0011829
46,15.2002,0.71498,1.87728,1.26578,0.97689,0.25,0.38293,0.23177,1.2862,3.83163,2.13767,0.0011719,0.0011719,0.0011719
47,15.5613,0.72137,1.85109,1.35271,0.97689,0.25,0.38293,0.23177,1.2862,3.83163,2.13767,0.0011609,0.0011609,0.0011609
48,15.8999,0.75604,1.78513,1.35052,0.97689,0.25,0.38293,0.23177,1.2862,3.83163,2.13767,0.0011499,0.0011499,0.0011499
49,16.219,0.68513,1.70621,1.22871,0.36671,0.41667,0.40598,0.26175,1.2565,3.48285,2.21101,0.00113889,0.00113889,0.00113889
50,16.5796,0.75636,1.71139,1.30867,0.36671,0.41667,0.40598,0.26175,1.2565,3.48285,2.21101,0.00112789,0.00112789,0.00112789
51,16.9316,0.69681,1.65205,1.21824,0.59195,0.41667,0.49965,0.34486,1.17579,3.14472,2.00018,0.00111689,0.00111689,0.00111689
52,17.2811,0.80711,1.67586,1.33791,0.59195,0.41667,0.49965,0.34486,1.17579,3.14472,2.00018,0.00110589,0.00110589,0.00110589
53,17.6497,0.60082,1.70877,1.24356,0.59195,0.41667,0.49965,0.34486,1.17579,3.14472,2.00018,0.00109489,0.00109489,0.00109489
54,18.0241,0.77023,1.66551,1.32743,0.3886,0.41667,0.43756,0.3167,1.09116,3.14073,1.9325,0.00108388,0.00108388,0.00108388
55,18.3552,0.66238,1.59276,1.28768,0.3886,0.41667,0.43756,0.3167,1.09116,3.14073,1.9325,0.00107288,0.00107288,0.00107288
56,18.7029,0.65826,1.53811,1.15388,0.29832,0.41667,0.42407,0.27613,1.13953,3.1677,1.98069,0.00106188,0.00106188,0.00106188
57,19.0211,0.56236,1.48537,1.15476,0.29832,0.41667,0.42407,0.27613,1.13953,3.1677,1.98069,0.00105088,0.00105088,0.00105088
58,19.364,0.56427,1.5022,1.18107,0.29832,0.41667,0.42407,0.27613,1.13953,3.1677,1.98069,0.00103987,0.00103987,0.00103987
59,19.6947,0.57678,1.46279,1.10513,0.28728,0.41667,0.47646,0.33055,1.24319,3.18977,2.34933,0.00102887,0.00102887,0.00102887
60,20.0151,0.58605,1.55998,1.09676,0.28728,0.41667,0.47646,0.33055,1.24319,3.18977,2.34933,0.00101787,0.00101787,0.00101787
61,20.3342,0.66449,1.57688,1.14727,0.3843,0.41667,0.55583,0.41708,1.25804,3.20447,2.43712,0.00100687,0.00100687,0.00100687
62,20.6699,0.55529,1.57649,1.1151,0.3843,0.41667,0.55583,0.41708,1.25804,3.20447,2.43712,0.000995866,0.000995866,0.000995866
63,21.0547,0.6209,1.61152,1.10857,0.3843,0.41667,0.55583,0.41708,1.25804,3.20447,2.43712,0.000984864,0.000984864,0.000984864
64,21.4122,0.56005,1.37998,1.06315,0.59003,0.41667,0.48862,0.33228,1.32009,2.74804,2.52273,0.000973861,0.000973861,0.000973861
65,21.7356,0.5099,1.49009,1.07201,0.59003,0.41667,0.48862,0.33228,1.32009,2.74804,2.52273,0.000962859,0.000962859,0.000962859
66,22.0677,0.56415,1.45485,1.13058,0.6242,0.41667,0.47899,0.31961,1.47267,2.78164,2.60348,0.000951857,0.000951857,0.000951857
67,22.3992,0.49368,1.48462,1.0498,0.6242,0.41667,0.47899,0.31961,1.47267,2.78164,2.60348,0.000940855,0.000940855,0.000940855
68,22.7479,0.55432,1.5195,1.10162,0.6242,0.41667,0.47899,0.31961,1.47267,2.78164,2.60348,0.000929853,0.000929853,0.000929853
69,23.1013,0.5215,1.41559,1.02612,0.55838,0.41667,0.44918,0.29444,1.47107,2.72523,2.54655,0.00091885,0.00091885,0.00091885
70,23.4502,0.5303,1.38557,1.03636,0.55838,0.41667,0.44918,0.29444,1.47107,2.72523,2.54655,0.000907848,0.000907848,0.000907848
71,23.8242,0.53408,1.3746,1.12213,0.29449,0.58333,0.51358,0.35646,1.4114,2.7446,2.43284,0.000896846,0.000896846,0.000896846
72,24.168,0.47366,1.2849,1.0674,0.29449,0.58333,0.51358,0.35646,1.4114,2.7446,2.43284,0.000885844,0.000885844,0.000885844
73,24.5222,0.53584,1.40244,1.17844,0.29449,0.58333,0.51358,0.35646,1.4114,2.7446,2.43284,0.000874842,0.000874842,0.000874842
74,24.8891,0.54313,1.26941,1.02976,0.33455,0.83333,0.53261,0.35161,1.46927,2.86969,2.35842,0.000863839,0.000863839,0.000863839
75,25.243,0.44711,1.2571,1.00351,0.33455,0.83333,0.53261,0.35161,1.46927,2.86969,2.35842,0.000852837,0.000852837,0.000852837
76,25.598,0.4894,1.2895,1.05805,0.44275,0.83333,0.60724,0.38839,1.53125,2.53642,2.46723,0.000841835,0.000841835,0.000841835
77,25.929,0.48284,1.26773,1.12167,0.44275,0.83333,0.60724,0.38839,1.53125,2.53642,2.46723,0.000830833,0.000830833,0.000830833
78,26.2654,0.56875,1.28796,1.13076,0.44275,0.83333,0.60724,0.38839,1.53125,2.53642,2.46723,0.000819831,0.000819831,0.000819831
79,26.5916,0.49544,1.20604,1.1073,0.55212,0.76793,0.59417,0.38983,1.57009,2.75231,2.52962,0.000808828,0.000808828,0.000808828
80,26.9102,0.49486,1.24198,1.11143,0.55212,0.76793,0.59417,0.38983,1.57009,2.75231,2.52962,0.000797826,0.000797826,0.000797826
81,27.2414,0.57418,1.20309,1.06522,0.46236,0.57569,0.45573,0.3112,1.54799,2.88928,2.5354,0.000786824,0.000786824,0.000786824
82,27.5838,0.45725,1.22218,1.06301,0.46236,0.57569,0.45573,0.3112,1.54799,2.88928,2.5354,0.000775822,0.000775822,0.000775822
83,27.9499,0.49999,1.25326,1.0716,0.46236,0.57569,0.45573,0.3112,1.54799,2.88928,2.5354,0.00076482,0.00076482,0.00076482
84,28.2935,0.51449,1.18186,1.00201,0.46056,0.57629,0.53854,0.3617,1.53017,3.00833,2.61471,0.000753817,0.000753817,0.000753817
85,28.6323,0.44708,1.12065,1.00309,0.46056,0.57629,0.53854,0.3617,1.53017,3.00833,2.61471,0.000742815,0.000742815,0.000742815
86,28.964,0.43624,1.15727,0.963,0.45787,0.57288,0.5855,0.38172,1.52528,3.01665,2.64527,0.000731813,0.000731813,0.000731813
87,29.2964,0.43787,1.14991,1.01777,0.45787,0.57288,0.5855,0.38172,1.52528,3.01665,2.64527,0.000720811,0.000720811,0.000720811
88,29.6193,0.47134,1.18581,0.991,0.45787,0.57288,0.5855,0.38172,1.52528,3.01665,2.64527,0.000709809,0.000709809,0.000709809
89,29.9319,0.47984,1.16407,1.10572,0.5142,0.77223,0.58624,0.38155,1.41927,2.7924,2.4554,0.000698806,0.000698806,0.000698806
90,30.2528,0.4782,1.17048,1.03797,0.5142,0.77223,0.58624,0.38155,1.41927,2.7924,2.4554,0.000687804,0.000687804,0.000687804
91,30.5666,0.47866,1.13944,1.10686,0.3519,0.83333,0.51612,0.33904,1.45371,2.7835,2.2982,0.000676802,0.000676802,0.000676802
