epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,13.097,0.80194,2.25628,1.37895,0.65362,1,0.78813,0.41455,1.4707,6.47682,2.26223,0.00123791,0.00123791,0.00123791
41,13.3965,0.81591,2.24758,1.2745,0.65362,1,0.78813,0.41455,1.4707,6.47682,2.26223,0.00122691,0.00122691,0.00122691
42,13.6947,0.89113,2.34651,1.35572,0.65362,1,0.78813,0.41455,1.4707,6.47682,2.26223,0.00121591,0.00121591,0.00121591
43,13.9905,0.72987,2.01561,1.28982,0.27477,1,0.49325,0.32432,1.1789,7.47024,1.8841,0.00120491,0.00120491,0.00120491
44,14.3133,0.70177,2.0275,1.20564,0.27477,1,0.49325,0.32432,1.1789,7.47024,1.8841,0.00119391,0.00119391,0.00119391
45,14.6142,0.74596,2.14767,1.36798,0.27477,1,0.49325,0.32432,1.1789,7.47024,1.8841,0.0011829,0.0011829,0.0011829
46,14.9045,0.82192,2.26009,1.44873,0.32674,0.66667,0.5605,0.37585,0.96312,5.51164,1.76899,0.0011719,0.0011719,0.0011719
47,15.2124,0.63987,1.91261,1.14483,0.32674,0.66667,0.5605,0.37585,0.96312,5.51164,1.76899,0.0011609,0.0011609,0.0011609
48,15.5489,0.72385,1.8891,1.27057,0.32674,0.66667,0.5605,0.37585,0.96312,5.51164,1.76899,0.0011499,0.0011499,0.0011499
49,15.8719,0.62018,1.85432,1.21414,0.52159,0.66667,0.628,0.48981,0.97749,2.99098,1.65348,0.00113889,0.00113889,0.00113889
50,16.1641,0.62042,1.81145,1.2159,0.52159,0.66667,0.628,0.48981,0.97749,2.99098,1.65348,0.00112789,0.00112789,0.00112789
51,16.4801,0.60323,1.79418,1.19415,0.52159,0.66667,0.628,0.48981,0.97749,2.99098,1.65348,0.00111689,0.00111689,0.00111689
52,16.7975,0.57169,1.82615,1.13053,0.6485,0.66667,0.75575,0.61629,0.91356,2.42008,1.49458,0.00110589,0.00110589,0.00110589
53,17.1466,0.5794,1.642,1.15248,0.6485,0.66667,0.75575,0.61629,0.91356,2.42008,1.49458,0.00109489,0.00109489,0.00109489
54,17.4637,0.60664,1.739,1.0915,0.6485,0.66667,0.75575,0.61629,0.91356,2.42008,1.49458,0.00108388,0.00108388,0.00108388
55,17.7802,0.58032,1.7563,1.21512,0.69358,0.83333,0.7501,0.53003,1.09234,2.22195,1.66775,0.00107288,0.00107288,0.00107288
56,18.0807,0.59427,1.57002,1.14756,0.69358,0.83333,0.7501,0.53003,1.09234,2.22195,1.66775,0.00106188,0.00106188,0.00106188
57,18.3695,0.58954,1.57617,1.14211,0.69358,0.83333,0.7501,0.53003,1.09234,2.22195,1.66775,0.00105088,0.00105088,0.00105088
58,18.6598,0.55504,1.58383,1.22557,0.94924,0.83333,0.87125,0.5495,1.04148,2.39811,1.61686,0.00103987,0.00103987,0.00103987
59,18.9523,0.57459,1.59702,1.11628,0.94924,0.83333,0.87125,0.5495,1.04148,2.39811,1.61686,0.00102887,0.00102887,0.00102887
60,19.2425,0.56331,1.59825,1.1014,0.94924,0.83333,0.87125,0.5495,1.04148,2.39811,1.61686,0.00101787,0.00101787,0.00101787
61,19.5321,0.56561,1.543,1.07487,0.96592,0.83333,0.863,0.59632,1.0257,2.36365,1.71377,0.00100687,0.00100687,0.00100687
62,19.8226,0.56714,1.68073,1.10679,0.96592,0.83333,0.863,0.59632,1.0257,2.36365,1.71377,0.000995866,0.000995866,0.000995866
63,20.1296,0.5592,1.61917,1.12217,0.96592,0.83333,0.863,0.59632,1.0257,2.36365,1.71377,0.000984864,0.000984864,0.000984864
64,20.4316,0.52932,1.4847,1.10301,0.95087,0.83333,0.86536,0.60568,0.98965,2.08957,1.6777,0.000973861,0.000973861,0.000973861
65,20.7249,0.53197,1.40269,1.11705,0.95087,0.83333,0.86536,0.60568,0.98965,2.08957,1.6777,0.000962859,0.000962859,0.000962859
66,21.0212,0.47585,1.51991,1.07868,0.95087,0.83333,0.86536,0.60568,0.98965,2.08957,1.6777,0.000951857,0.000951857,0.000951857
67,21.3226,0.48354,1.50151,1.10496,0.91698,0.83333,0.86808,0.66229,0.99972,2.02319,1.65363,0.000940855,0.000940855,0.000940855
68,21.6221,0.528,1.46878,1.13245,0.91698,0.83333,0.86808,0.66229,0.99972,2.02319,1.65363,0.000929853,0.000929853,0.000929853
69,21.9308,0.51702,1.41485,1.02771,0.91698,0.83333,0.86808,0.66229,0.99972,2.02319,1.65363,0.00091885,0.00091885,0.00091885
70,22.25,0.5307,1.3747,1.06379,0.85809,0.83333,0.90071,0.75355,0.98181,2.03309,1.68182,0.000907848,0.000907848,0.000907848
71,22.5678,0.55473,1.3972,1.11958,0.85809,0.83333,0.90071,0.75355,0.98181,2.03309,1.68182,0.000896846,0.000896846,0.000896846
72,22.8968,0.50033,1.45154,1.07553,0.85809,0.83333,0.90071,0.75355,0.98181,2.03309,1.68182,0.000885844,0.000885844,0.000885844
73,23.2103,0.54617,1.41366,1.17069,0.88205,0.83333,0.9125,0.68185,0.99367,1.91293,1.68644,0.000874842,0.000874842,0.000874842
74,23.5027,0.56397,1.46231,1.11115,0.88205,0.83333,0.9125,0.68185,0.99367,1.91293,1.68644,0.000863839,0.000863839,0.000863839
75,23.7986,0.49161,1.37868,1.0926,0.88205,0.83333,0.9125,0.68185,0.99367,1.91293,1.68644,0.000852837,0.000852837,0.000852837
76,24.1132,0.41757,1.22336,1.02056,0.94313,0.83333,0.9125,0.65249,1.05258,1.79167,1.73064,0.000841835,0.000841835,0.000841835
77,24.4331,0.50197,1.34553,1.09743,0.94313,0.83333,0.9125,0.65249,1.05258,1.79167,1.73064,0.000830833,0.000830833,0.000830833
78,24.7405,0.47406,1.40145,1.11242,0.94313,0.83333,0.9125,0.65249,1.05258,1.79167,1.73064,0.000819831,0.000819831,0.000819831
79,25.0261,0.42982,1.26625,1.01595,0.95343,0.83333,0.9125,0.6923,1.02664,1.72761,1.68937,0.000808828,0.000808828,0.000808828
80,25.3091,0.40539,1.26057,0.98911,0.95343,0.83333,0.9125,0.6923,1.02664,1.72761,1.68937,0.000797826,0.000797826,0.000797826
81,25.5953,0.4743,1.33918,1.04991,0.95343,0.83333,0.9125,0.6923,1.02664,1.72761,1.68937,0.000786824,0.000786824,0.000786824
82,25.8809,0.42825,1.29554,1.04276,0.93815,0.83333,0.90071,0.69438,0.95561,1.79802,1.59034,0.000775822,0.000775822,0.000775822
83,26.1654,0.49441,1.24819,1.03226,0.93815,0.83333,0.90071,0.69438,0.95561,1.79802,1.59034,0.00076482,0.00076482,0.00076482
84,26.4458,0.42536,1.3156,0.92957,0.93815,0.83333,0.90071,0.69438,0.95561,1.79802,1.59034,0.000753817,0.000753817,0.000753817
85,26.7308,0.42916,1.21501,0.93957,0.7897,0.83333,0.9125,0.69885,0.90749,1.99273,1.51277,0.000742815,0.000742815,0.000742815
86,27.0185,0.48196,1.25696,0.97199,0.7897,0.83333,0.9125,0.69885,0.90749,1.99273,1.51277,0.000731813,0.000731813,0.000731813
87,27.3056,0.42029,1.26813,0.97119,0.7897,0.83333,0.9125,0.69885,0.90749,1.99273,1.51277,0.000720811,0.000720811,0.000720811
88,27.6268,0.36351,1.20174,0.95302,0.66233,0.83333,0.78988,0.60954,0.84321,2.08859,1.46232,0.000709809,0.000709809,0.000709809
89,27.9368,0.45179,1.27858,1.07751,0.66233,0.83333,0.78988,0.60954,0.84321,2.08859,1.46232,0.000698806,0.000698806,0.000698806
90,28.2704,0.42796,1.23828,1.00184,0.66233,0.83333,0.78988,0.60954,0.84321,2.08859,1.46232,0.000687804,0.000687804,0.000687804
91,28.5677,0.47487,1.26805,1.1112,0.68694,0.97786,0.95375,0.71698,0.79735,2.07739,1.40105,0.000676802,0.000676802,0.000676802
92,28.8619,0.38101,1.19507,0.9814,0.68694,0.97786,0.95375,0.71698,0.79735,2.07739,1.40105,0.0006658,0.0006658,0.0006658
93,29.1596,0.35176,1.21109,0.95333,0.68694,0.97786,0.95375,0.71698,0.79735,2.07739,1.40105,0.000654798,0.000654798,0.000654798
94,29.4542,0.38506,1.18766,1.00075,0.91371,0.80132,0.929,0.74156,0.76945,1.92542,1.3927,0.000643795,0.000643795,0.000643795
95,29.7616,0.36707,1.14331,1.00784,0.91371,0.80132,0.929,0.74156,0.76945,1.92542,1.3927,0.000632793,0.000632793,0.000632793
96,30.0551,0.38069,1.14145,0.97772,0.91371,0.80132,0.929,0.74156,0.76945,1.92542,1.3927,0.000621791,0.000621791,0.000621791
97,30.354,0.39705,1.18559,1.02257,0.98676,0.83333,0.929,0.77604,0.7687,1.77416,1.38872,0.000610789,0.000610789,0.000610789
98,30.6488,0.3555,1.13044,0.96563,0.98676,0.83333,0.929,0.77604,0.7687,1.77416,1.38872,0.000599787,0.000599787,0.000599787
99,30.9447,0.34425,1.23339,0.99482,0.98676,0.83333,0.929,0.77604,0.7687,1.77416,1.38872,0.000588784,0.000588784,0.000588784
100,31.254,0.3493,1.15266,0.85751,0.97797,0.83333,0.929,0.77841,0.72141,1.70521,1.36733,0.000577782,0.000577782,0.000577782
101,31.5619,0.4104,1.14618,1.06901,0.97797,0.83333,0.929,0.77841,0.72141,1.70521,1.36733,0.00056678,0.00056678,0.00056678
102,31.8771,0.40086,1.21473,1.00619,0.97797,0.83333,0.929,0.77841,0.72141,1.70521,1.36733,0.000555778,0.000555778,0.000555778
103,32.1841,0.37756,1.15976,1.0255,0.9612,0.83333,0.95375,0.77675,0.73407,1.66907,1.38774,0.000544776,0.000544776,0.000544776
104,32.4677,0.42546,1.17464,1.01598,0.9612,0.83333,0.95375,0.77675,0.73407,1.66907,1.38774,0.000533773,0.000533773,0.000533773
105,32.7508,0.40725,1.10556,0.99441,0.9612,0.83333,0.95375,0.77675,0.73407,1.66907,1.38774,0.000522771,0.000522771,0.000522771
106,33.0328,0.3341,1.10637,0.90719,0.95228,0.83333,0.9125,0.7299,0.77831,1.64757,1.46276,0.000511769,0.000511769,0.000511769
107,33.3189,0.36866,1.15716,0.98667,0.95228,0.83333,0.9125,0.7299,0.77831,1.64757,1.46276,0.000500767,0.000500767,0.000500767
108,33.6051,0.3422,1.12382,0.96498,0.95228,0.83333,0.9125,0.7299,0.77831,1.64757,1.46276,0.000489765,0.000489765,0.000489765
109,33.8921,0.4082,1.1327,0.98193,0.94334,0.83333,0.9125,0.68632,0.80494,1.71176,1.48421,0.000478762,0.000478762,0.000478762
110,34.1789,0.32394,1.04273,0.9502,0.94334,0.83333,0.9125,0.68632,0.80494,1.71176,1.48421,0.00046776,0.00046776,0.00046776
111,34.4622,0.33762,1.10324,0.91495,0.94334,0.83333,0.9125,0.68632,0.80494,1.71176,1.48421,0.000456758,0.000456758,0.000456758
112,34.7573,0.36043,1.05988,0.97932,0.90441,0.82729,0.9125,0.72,0.79232,1.74781,1.45958,0.000445756,0.000445756,0.000445756
113,35.0431,0.33398,0.98853,0.93996,0.90441,0.82729,0.9125,0.72,0.79232,1.74781,1.45958,0.000434754,0.000434754,0.000434754
114,35.334,0.29528,1.02438,0.93026,0.90441,0.82729,0.9125,0.72,0.79232,1.74781,1.45958,0.000423751,0.000423751,0.000423751
115,35.6277,0.33188,1.07968,0.97638,0.66031,0.8259,0.8575,0.68975,0.76868,1.78338,1.40571,0.000412749,0.000412749,0.000412749
116,35.9068,0.3425,1.03899,0.9676,0.66031,0.8259,0.8575,0.68975,0.76868,1.78338,1.40571,0.000401747,0.000401747,0.000401747
117,36.2163,0.3804,1.05814,0.93962,0.66031,0.8259,0.8575,0.68975,0.76868,1.78338,1.40571,0.000390745,0.000390745,0.000390745
118,36.5178,0.40447,1.129,1.03088,0.82436,0.82388,0.929,0.80335,0.74273,1.81445,1.37521,0.000379743,0.000379743,0.000379743
119,36.816,0.32285,1.04694,1.00382,0.82436,0.82388,0.929,0.80335,0.74273,1.81445,1.37521,0.00036874,0.00036874,0.00036874
120,37.1126,0.3398,1.05588,0.9628,0.82436,0.82388,0.929,0.80335,0.74273,1.81445,1.37521,0.000357738,0.000357738,0.000357738
121,37.4116,0.36306,1.07055,0.93421,0.82971,0.82485,0.929,0.79235,0.80483,1.8199,1.40756,0.000346736,0.000346736,0.000346736
122,37.7064,0.38047,1.10561,0.99669,0.82971,0.82485,0.929,0.79235,0.80483,1.8199,1.40756,0.000335734,0.000335734,0.000335734
123,37.9923,0.34612,1.05606,0.93226,0.82971,0.82485,0.929,0.79235,0.80483,1.8199,1.40756,0.000324732,0.000324732,0.000324732
124,38.2771,0.34715,1.03199,0.88723,0.83267,0.82321,0.9125,0.73925,0.86178,1.83055,1.44936,0.000313729,0.000313729,0.000313729
125,38.5624,0.33571,1.05289,0.8513,0.83267,0.82321,0.9125,0.73925,0.86178,1.83055,1.44936,0.000302727,0.000302727,0.000302727
126,38.8437,0.30711,1.0334,0.9353,0.83267,0.82321,0.9125,0.73925,0.86178,1.83055,1.44936,0.000291725,0.000291725,0.000291725
127,39.1336,0.27378,0.97785,0.9056,0.83125,0.82156,0.9125,0.72834,0.90062,1.81466,1.47566,0.000280723,0.000280723,0.000280723
128,39.424,0.27461,0.97865,0.92884,0.83125,0.82156,0.9125,0.72834,0.90062,1.81466,1.47566,0.000269721,0.000269721,0.000269721
129,39.7176,0.30943,1.02726,0.89546,0.83125,0.82156,0.9125,0.72834,0.90062,1.81466,1.47566,0.000258718,0.000258718,0.000258718
130,40.0143,0.26306,0.97101,0.90817,0.64786,0.81806,0.84571,0.69987,0.91379,1.85411,1.49251,0.000247716,0.000247716,0.000247716
131,40.332,0.31009,1.02234,0.98867,0.64786,0.81806,0.84571,0.69987,0.91379,1.85411,1.49251,0.000236714,0.000236714,0.000236714
132,40.6717,0.30054,0.9932,0.90675,0.64786,0.81806,0.84571,0.69987,0.91379,1.85411,1.49251,0.000225712,0.000225712,0.000225712
133,41.0058,0.32163,0.98101,0.97925,0.64578,0.81597,0.8575,0.72074,0.90607,1.85281,1.4911,0.00021471,0.00021471,0.00021471
134,41.3126,0.30002,0.97469,0.8735,0.64578,0.81597,0.8575,0.72074,0.90607,1.85281,1.4911,0.000203707,0.000203707,0.000203707
135,41.6058,0.33174,0.99111,0.99597,0.64578,0.81597,0.8575,0.72074,0.90607,1.85281,1.4911,0.000192705,0.000192705,0.000192705
136,41.8886,0.28804,0.95075,0.9247,0.64688,0.81588,0.8575,0.72082,0.89673,1.83986,1.49031,0.000181703,0.000181703,0.000181703
137,42.169,0.29729,0.97193,0.9449,0.64688,0.81588,0.8575,0.72082,0.89673,1.83986,1.49031,0.000170701,0.000170701,0.000170701
138,42.453,0.27318,0.94731,0.9022,0.64688,0.81588,0.8575,0.72082,0.89673,1.83986,1.49031,0.000159699,0.000159699,0.000159699
139,42.7416,0.32569,0.99829,0.96931,0.65314,0.8213,0.8575,0.72093,0.88442,1.79562,1.4851,0.000148696,0.000148696,0.000148696
140,43.04,0.28253,0.9326,0.9375,0.65314,0.8213,0.8575,0.72093,0.88442,1.79562,1.4851,0.000137694,0.000137694,0.000137694
141,43.6074,0.3092,0.95909,0.95414,0.65314,0.8213,0.8575,0.72093,0.88442,1.79562,1.4851,0.000126692,0.000126692,0.000126692
142,43.9114,0.28858,0.95168,0.84907,0.66208,0.8291,0.8575,0.71362,0.87081,1.76116,1.48272,0.00011569,0.00011569,0.00011569
143,44.2038,0.33372,0.95481,1.007,0.66208,0.8291,0.8575,0.71362,0.87081,1.76116,1.48272,0.000104688,0.000104688,0.000104688
144,44.4928,0.27456,0.94635,0.89831,0.66208,0.8291,0.8575,0.71362,0.87081,1.76116,1.48272,9.36854e-05,9.36854e-05,9.36854e-05
145,44.7871,0.27436,0.95721,0.9379,0.66549,0.83333,0.8575,0.71365,0.87036,1.74057,1.49316,8.26832e-05,8.26832e-05,8.26832e-05
146,45.0988,0.28631,0.99268,0.92487,0.66549,0.83333,0.8575,0.71365,0.87036,1.74057,1.49316,7.1681e-05,7.1681e-05,7.1681e-05
147,45.4098,0.22751,0.9507,0.84918,0.66549,0.83333,0.8575,0.71365,0.87036,1.74057,1.49316,6.06788e-05,6.06788e-05,6.06788e-05
148,45.7097,0.27461,0.98456,0.9004,0.66531,0.83102,0.874,0.71864,0.86442,1.72922,1.49257,4.96766e-05,4.96766e-05,4.96766e-05
