epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,6.98339,1.4916,3.36323,2.40355,0.17521,0.84942,0.60904,0.19353,1.84066,10.1681,6.30393,0.00149096,0.00149096,0.00149096
18,7.3143,1.79392,3.84078,2.47802,0.17521,0.84942,0.60904,0.19353,1.84066,10.1681,6.30393,0.00147996,0.00147996,0.00147996
19,7.64907,1.62328,3.32507,2.38451,0.1112,0.66667,0.15396,0.03218,2.38171,64.214,13.8816,0.00146896,0.00146896,0.00146896
20,7.97485,1.74567,3.50496,2.39309,0.1112,0.66667,0.15396,0.03218,2.38171,64.214,13.8816,0.00145796,0.00145796,0.00145796
21,8.29155,1.71266,3.44207,2.47209,0.15454,0.5,0.36682,0.10996,2.34934,13.1062,6.87814,0.00144696,0.00144696,0.00144696
22,8.60825,1.41235,3.25561,1.90086,0.15454,0.5,0.36682,0.10996,2.34934,13.1062,6.87814,0.00143595,0.00143595,0.00143595
23,8.92265,1.52848,3.36684,2.13657,0.15454,0.5,0.36682,0.10996,2.34934,13.1062,6.87814,0.00142495,0.00142495,0.00142495
24,9.23945,1.27773,3.12006,1.92752,0.16535,0.66667,0.25783,0.11663,1.8055,12.171,3.12624,0.00141395,0.00141395,0.00141395
25,9.55498,1.32037,3.18819,2.02464,0.16535,0.66667,0.25783,0.11663,1.8055,12.171,3.12624,0.00140295,0.00140295,0.00140295
26,9.87437,1.23199,2.97708,1.76239,0.80483,0.5,0.46855,0.18637,1.60523,4.52769,3.283,0.00139195,0.00139195,0.00139195
27,10.1841,1.0996,2.68091,1.77698,0.80483,0.5,0.46855,0.18637,1.60523,4.52769,3.283,0.00138094,0.00138094,0.00138094
28,10.4992,1.26518,2.92223,1.89077,0.80483,0.5,0.46855,0.18637,1.60523,4.52769,3.283,0.00136994,0.00136994,0.00136994
29,10.8104,1.2022,2.75435,1.82746,0.9918,0.5,0.6574,0.23999,2.02716,4.05332,3.37576,0.00135894,0.00135894,0.00135894
30,11.1314,0.96472,2.78947,1.51899,0.9918,0.5,0.6574,0.23999,2.02716,4.05332,3.37576,0.00134794,0.00134794,0.00134794
31,11.4494,1.18997,2.63058,2.01465,0.81783,0.45348,0.49087,0.12469,2.36261,6.4091,3.77364,0.00133693,0.00133693,0.00133693
32,11.7569,1.05503,2.60111,1.87836,0.81783,0.45348,0.49087,0.12469,2.36261,6.4091,3.77364,0.00132593,0.00132593,0.00132593
33,12.0652,1.18706,2.78103,1.84309,0.81783,0.45348,0.49087,0.12469,2.36261,6.4091,3.77364,0.00131493,0.00131493,0.00131493
34,12.3738,0.93962,2.45813,1.54653,0.53817,0.97723,0.74667,0.39892,1.51156,3.74359,2.39443,0.00130393,0.00130393,0.00130393
35,12.6937,0.98113,2.44654,1.50743,0.53817,0.97723,0.74667,0.39892,1.51156,3.74359,2.39443,0.00129293,0.00129293,0.00129293
36,13.0257,1.0289,2.36688,1.66797,0.56557,0.86627,0.64675,0.44859,1.68556,4.46377,2.73179,0.00128192,0.00128192,0.00128192
37,13.3458,0.95954,2.44785,1.55898,0.56557,0.86627,0.64675,0.44859,1.68556,4.46377,2.73179,0.00127092,0.00127092,0.00127092
38,13.667,0.98452,2.52092,1.57435,0.56557,0.86627,0.64675,0.44859,1.68556,4.46377,2.73179,0.00125992,0.00125992,0.00125992
39,13.9954,0.78568,2.13636,1.44632,0.46133,0.75,0.5324,0.34525,1.5352,4.7359,2.7429,0.00124892,0.00124892,0.00124892
40,14.3035,0.79841,2.08539,1.43001,0.46133,0.75,0.5324,0.34525,1.5352,4.7359,2.7429,0.00123791,0.00123791,0.00123791
41,14.6155,0.88637,2.3771,1.30337,0.40114,0.75,0.53214,0.32165,1.64861,3.73215,3.0501,0.00122691,0.00122691,0.00122691
42,14.923,0.99478,2.12568,1.44602,0.40114,0.75,0.53214,0.32165,1.64861,3.73215,3.0501,0.00121591,0.00121591,0.00121591
43,15.2304,0.7966,2.03022,1.39491,0.40114,0.75,0.53214,0.32165,1.64861,3.73215,3.0501,0.00120491,0.00120491,0.00120491
44,15.5421,0.86024,2.06367,1.30373,0.44904,0.94556,0.804,0.44233,1.3954,2.9243,2.82756,0.00119391,0.00119391,0.00119391
45,15.8548,0.93603,1.89934,1.55244,0.44904,0.94556,0.804,0.44233,1.3954,2.9243,2.82756,0.0011829,0.0011829,0.0011829
46,16.1631,0.82292,1.86717,1.32773,0.42937,1,0.713,0.38262,1.2873,3.60407,2.70784,0.0011719,0.0011719,0.0011719
47,16.4696,0.77134,1.78171,1.40529,0.42937,1,0.713,0.38262,1.2873,3.60407,2.70784,0.0011609,0.0011609,0.0011609
48,16.7739,0.74906,1.78138,1.32053,0.42937,1,0.713,0.38262,1.2873,3.60407,2.70784,0.0011499,0.0011499,0.0011499
49,17.0853,0.78562,1.86521,1.4341,0.53122,0.98253,0.804,0.40453,1.41077,2.67017,2.80037,0.00113889,0.00113889,0.00113889
50,17.422,0.65563,1.85555,1.18726,0.53122,0.98253,0.804,0.40453,1.41077,2.67017,2.80037,0.00112789,0.00112789,0.00112789
51,17.7441,0.6964,1.73423,1.30195,0.66886,0.83333,0.82917,0.4932,1.4994,2.93401,3.00646,0.00111689,0.00111689,0.00111689
52,18.0608,0.81621,1.88201,1.34926,0.66886,0.83333,0.82917,0.4932,1.4994,2.93401,3.00646,0.00110589,0.00110589,0.00110589
53,18.3778,0.75395,1.87535,1.33171,0.66886,0.83333,0.82917,0.4932,1.4994,2.93401,3.00646,0.00109489,0.00109489,0.00109489
54,18.7039,0.65573,1.82742,1.17122,0.59925,0.83333,0.82875,0.43677,1.51437,3.06948,2.98013,0.00108388,0.00108388,0.00108388
55,19.0094,0.68404,1.70146,1.24247,0.59925,0.83333,0.82875,0.43677,1.51437,3.06948,2.98013,0.00107288,0.00107288,0.00107288
56,19.3169,0.73659,1.6394,1.25984,0.71109,1,0.87,0.49428,1.4152,2.90966,2.96481,0.00106188,0.00106188,0.00106188
57,19.6638,0.5942,1.66352,1.15178,0.71109,1,0.87,0.49428,1.4152,2.90966,2.96481,0.00105088,0.00105088,0.00105088
58,19.9847,0.65549,1.62797,1.22712,0.71109,1,0.87,0.49428,1.4152,2.90966,2.96481,0.00103987,0.00103987,0.00103987
59,20.3165,0.67686,1.5648,1.25906,0.92579,0.96366,0.995,0.63196,1.41754,2.43771,3.01649,0.00102887,0.00102887,0.00102887
60,20.646,0.62839,1.69609,1.12042,0.92579,0.96366,0.995,0.63196,1.41754,2.43771,3.01649,0.00101787,0.00101787,0.00101787
61,20.9754,0.68716,1.559,1.11168,0.88703,0.98173,0.995,0.54184,1.39086,2.54857,2.96694,0.00100687,0.00100687,0.00100687
62,21.2908,0.59467,1.48965,1.17552,0.88703,0.98173,0.995,0.54184,1.39086,2.54857,2.96694,0.000995866,0.000995866,0.000995866
63,21.6034,0.59828,1.68302,1.13429,0.88703,0.98173,0.995,0.54184,1.39086,2.54857,2.96694,0.000984864,0.000984864,0.000984864
64,21.9152,0.69658,1.65457,1.19584,0.86337,0.78783,0.9125,0.50382,1.39716,2.60503,2.84117,0.000973861,0.000973861,0.000973861
65,22.2291,0.57592,1.53231,1.16049,0.86337,0.78783,0.9125,0.50382,1.39716,2.60503,2.84117,0.000962859,0.000962859,0.000962859
66,22.5364,0.62719,1.61128,1.28753,0.77196,0.77978,0.995,0.59627,1.29167,2.62026,2.53596,0.000951857,0.000951857,0.000951857
67,22.8393,0.47471,1.33828,1.02195,0.77196,0.77978,0.995,0.59627,1.29167,2.62026,2.53596,0.000940855,0.000940855,0.000940855
68,23.1424,0.59892,1.46405,1.166,0.77196,0.77978,0.995,0.59627,1.29167,2.62026,2.53596,0.000929853,0.000929853,0.000929853
69,23.5058,0.55737,1.4017,1.12856,0.82003,0.82347,0.995,0.68167,1.12271,2.41989,2.2367,0.00091885,0.00091885,0.00091885
70,23.8657,0.56119,1.47312,1.14124,0.82003,0.82347,0.995,0.68167,1.12271,2.41989,2.2367,0.000907848,0.000907848,0.000907848
71,24.2262,0.55432,1.38594,1.27739,0.83181,0.96772,0.995,0.75865,1.04494,1.90893,2.0486,0.000896846,0.000896846,0.000896846
72,24.5763,0.59578,1.33666,1.14871,0.83181,0.96772,0.995,0.75865,1.04494,1.90893,2.0486,0.000885844,0.000885844,0.000885844
73,24.9618,0.66495,1.52151,1.37858,0.83181,0.96772,0.995,0.75865,1.04494,1.90893,2.0486,0.000874842,0.000874842,0.000874842
74,25.3584,0.56151,1.44847,1.08584,0.8974,1,0.995,0.69654,1.16559,1.79243,2.30667,0.000863839,0.000863839,0.000863839
75,25.7068,0.53135,1.37982,1.10886,0.8974,1,0.995,0.69654,1.16559,1.79243,2.30667,0.000852837,0.000852837,0.000852837
76,26.0236,0.53699,1.39183,1.21046,0.96492,1,0.995,0.67138,1.22572,1.68844,2.40142,0.000841835,0.000841835,0.000841835
77,26.3659,0.54141,1.35089,1.09496,0.96492,1,0.995,0.67138,1.22572,1.68844,2.40142,0.000830833,0.000830833,0.000830833
78,26.7055,0.56021,1.4149,1.10662,0.96492,1,0.995,0.67138,1.22572,1.68844,2.40142,0.000819831,0.000819831,0.000819831
79,27.0262,0.49215,1.3253,1.07562,0.94048,1,0.995,0.65236,1.26142,1.72078,2.46045,0.000808828,0.000808828,0.000808828
80,27.3757,0.54103,1.35049,1.12808,0.94048,1,0.995,0.65236,1.26142,1.72078,2.46045,0.000797826,0.000797826,0.000797826
81,27.6999,0.53472,1.30543,1.06183,0.92215,0.99266,0.995,0.66245,1.26534,1.69845,2.45124,0.000786824,0.000786824,0.000786824
82,28.0139,0.51684,1.42363,1.10617,0.92215,0.99266,0.995,0.66245,1.26534,1.69845,2.45124,0.000775822,0.000775822,0.000775822
83,28.3307,0.52419,1.34329,1.08893,0.92215,0.99266,0.995,0.66245,1.26534,1.69845,2.45124,0.00076482,0.00076482,0.00076482
84,28.6486,0.53444,1.35329,1.05029,0.92942,0.99413,0.995,0.62219,1.3353,1.94582,2.60748,0.000753817,0.000753817,0.000753817
85,28.9717,0.45256,1.26055,1.06622,0.92942,0.99413,0.995,0.62219,1.3353,1.94582,2.60748,0.000742815,0.000742815,0.000742815
86,29.2853,0.54768,1.31574,1.12348,0.88759,0.98589,0.995,0.65314,1.22256,2.0081,2.39728,0.000731813,0.000731813,0.000731813
87,29.6375,0.56336,1.23794,1.15756,0.88759,0.98589,0.995,0.65314,1.22256,2.0081,2.39728,0.000720811,0.000720811,0.000720811
88,29.969,0.52989,1.27989,1.00137,0.88759,0.98589,0.995,0.65314,1.22256,2.0081,2.39728,0.000709809,0.000709809,0.000709809
89,30.3148,0.48788,1.27912,1.04605,0.86209,1,0.995,0.72563,1.10646,2.00377,2.31024,0.000698806,0.000698806,0.000698806
90,30.67,0.43398,1.24139,0.96706,0.86209,1,0.995,0.72563,1.10646,2.00377,2.31024,0.000687804,0.000687804,0.000687804
91,30.9909,0.5126,1.22541,1.10267,0.8813,1,0.995,0.69796,1.08733,1.98444,2.23842,0.000676802,0.000676802,0.000676802
92,31.3081,0.51706,1.22233,1.03752,0.8813,1,0.995,0.69796,1.08733,1.98444,2.23842,0.0006658,0.0006658,0.0006658
93,31.6235,0.52252,1.20049,1.08358,0.8813,1,0.995,0.69796,1.08733,1.98444,2.23842,0.000654798,0.000654798,0.000654798
94,31.949,0.50952,1.18962,1.0272,0.92286,1,0.995,0.68352,1.12763,1.73687,2.21738,0.000643795,0.000643795,0.000643795
95,32.2663,0.542,1.30354,1.20805,0.92286,1,0.995,0.68352,1.12763,1.73687,2.21738,0.000632793,0.000632793,0.000632793
96,32.6004,0.48434,1.12288,1.14362,0.93302,1,0.995,0.70203,1.1955,1.47728,2.24553,0.000621791,0.000621791,0.000621791
97,32.9272,0.4104,1.21585,0.98163,0.93302,1,0.995,0.70203,1.1955,1.47728,2.24553,0.000610789,0.000610789,0.000610789
98,33.2594,0.4038,1.13731,0.9821,0.93302,1,0.995,0.70203,1.1955,1.47728,2.24553,0.000599787,0.000599787,0.000599787
99,33.5928,0.38858,1.08833,1.0171,0.93463,1,0.995,0.69755,1.23288,1.35623,2.25635,0.000588784,0.000588784,0.000588784
100,33.9101,0.47316,1.15115,1.0636,0.93463,1,0.995,0.69755,1.23288,1.35623,2.25635,0.000577782,0.000577782,0.000577782
101,34.2476,0.50934,1.20649,1.06254,0.93136,1,0.995,0.71957,1.25603,1.34296,2.30117,0.00056678,0.00056678,0.00056678
