epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,7.23534,1.7531,3.41045,2.58741,0.4032,0.58333,0.56562,0.18153,2.02599,5.54707,3.19537,0.00146896,0.00146896,0.00146896
20,7.59715,1.5977,2.99012,2.10559,0.4032,0.58333,0.56562,0.18153,2.02599,5.54707,3.19537,0.00145796,0.00145796,0.00145796
21,7.93506,1.5495,2.94381,2.37029,0.20808,0.78054,0.28886,0.10883,1.76924,7.24642,2.82233,0.00144696,0.00144696,0.00144696
22,8.26879,1.23279,2.89249,1.84155,0.20808,0.78054,0.28886,0.10883,1.76924,7.24642,2.82233,0.00143595,0.00143595,0.00143595
23,8.60307,1.32871,2.70546,1.92338,0.20808,0.78054,0.28886,0.10883,1.76924,7.24642,2.82233,0.00142495,0.00142495,0.00142495
24,8.93577,1.30708,2.70881,1.89805,0.17296,0.75,0.37444,0.1091,1.59019,8.12023,2.56989,0.00141395,0.00141395,0.00141395
25,9.2692,1.45684,2.94011,1.92879,0.17296,0.75,0.37444,0.1091,1.59019,8.12023,2.56989,0.00140295,0.00140295,0.00140295
26,9.60665,1.28901,2.97859,1.92541,0.29756,0.71012,0.57071,0.25973,2.00032,9.45181,3.11681,0.00139195,0.00139195,0.00139195
27,9.94971,1.26135,2.62495,1.88559,0.29756,0.71012,0.57071,0.25973,2.00032,9.45181,3.11681,0.00138094,0.00138094,0.00138094
28,10.2858,1.27057,2.6539,1.80996,0.29756,0.71012,0.57071,0.25973,2.00032,9.45181,3.11681,0.00136994,0.00136994,0.00136994
29,10.6616,1.10393,2.53015,1.65556,0.4372,0.58333,0.68643,0.37749,1.53427,8.26683,2.51354,0.00135894,0.00135894,0.00135894
30,11.0187,0.9931,2.44183,1.57654,0.4372,0.58333,0.68643,0.37749,1.53427,8.26683,2.51354,0.00134794,0.00134794,0.00134794
31,11.3754,1.10386,2.45045,1.81034,0.50139,0.58333,0.69216,0.3165,1.59496,6.21848,2.69121,0.00133693,0.00133693,0.00133693
32,11.7346,1.35342,2.40363,2.08745,0.50139,0.58333,0.69216,0.3165,1.59496,6.21848,2.69121,0.00132593,0.00132593,0.00132593
33,12.0724,1.15554,2.42544,1.71019,0.50139,0.58333,0.69216,0.3165,1.59496,6.21848,2.69121,0.00131493,0.00131493,0.00131493
34,12.4043,1.0646,2.21662,1.66988,0.49526,0.75,0.69375,0.4517,1.35017,5.02076,2.17728,0.00130393,0.00130393,0.00130393
35,12.7342,1.04511,2.16546,1.5516,0.49526,0.75,0.69375,0.4517,1.35017,5.02076,2.17728,0.00129293,0.00129293,0.00129293
36,13.0659,0.8428,2.30056,1.46489,0.4479,0.83333,0.73292,0.43604,1.34627,4.0926,2.10641,0.00128192,0.00128192,0.00128192
37,13.3788,0.9105,2.24631,1.55403,0.4479,0.83333,0.73292,0.43604,1.34627,4.0926,2.10641,0.00127092,0.00127092,0.00127092
38,13.6887,0.87472,2.10029,1.4384,0.4479,0.83333,0.73292,0.43604,1.34627,4.0926,2.10641,0.00125992,0.00125992,0.00125992
39,14.0035,0.7681,1.93295,1.43918,0.54438,0.97259,0.84567,0.46928,1.43539,3.08544,2.35923,0.00124892,0.00124892,0.00124892
40,14.34,0.82304,2.11619,1.50402,0.54438,0.97259,0.84567,0.46928,1.43539,3.08544,2.35923,0.00123791,0.00123791,0.00123791
41,14.6817,0.94585,2.10134,1.41995,0.60611,0.91742,0.78792,0.4796,1.35632,2.95497,1.92908,0.00122691,0.00122691,0.00122691
42,15.0223,0.93955,1.96685,1.5022,0.60611,0.91742,0.78792,0.4796,1.35632,2.95497,1.92908,0.00121591,0.00121591,0.00121591
43,15.3662,0.81919,2.06772,1.41135,0.60611,0.91742,0.78792,0.4796,1.35632,2.95497,1.92908,0.00120491,0.00120491,0.00120491
44,15.703,0.78423,1.90559,1.27711,0.42294,0.82924,0.6225,0.36852,1.4632,3.12705,1.97269,0.00119391,0.00119391,0.00119391
45,16.0388,0.89556,1.99327,1.42636,0.42294,0.82924,0.6225,0.36852,1.4632,3.12705,1.97269,0.0011829,0.0011829,0.0011829
46,16.3853,0.77455,1.97554,1.28955,0.50169,0.83333,0.76317,0.50278,1.43346,2.93274,1.98575,0.0011719,0.0011719,0.0011719
47,16.7321,0.7699,1.88399,1.41737,0.50169,0.83333,0.76317,0.50278,1.43346,2.93274,1.98575,0.0011609,0.0011609,0.0011609
48,17.0743,0.8588,1.72643,1.4357,0.50169,0.83333,0.76317,0.50278,1.43346,2.93274,1.98575,0.0011499,0.0011499,0.0011499
49,17.4146,0.8806,1.9027,1.50882,0.68124,0.58333,0.77417,0.57971,1.4631,3.19549,2.06672,0.00113889,0.00113889,0.00113889
50,17.7551,0.76769,1.69658,1.32844,0.68124,0.58333,0.77417,0.57971,1.4631,3.19549,2.06672,0.00112789,0.00112789,0.00112789
51,18.098,0.74471,1.71469,1.32972,0.94786,0.75,0.82833,0.48311,1.30159,2.96678,1.93077,0.00111689,0.00111689,0.00111689
52,18.4282,0.92794,1.77677,1.46215,0.94786,0.75,0.82833,0.48311,1.30159,2.96678,1.93077,0.00110589,0.00110589,0.00110589
53,18.7554,0.78577,1.74139,1.42205,0.94786,0.75,0.82833,0.48311,1.30159,2.96678,1.93077,0.00109489,0.00109489,0.00109489
54,19.0843,0.82427,1.8061,1.34686,0.95079,0.75,0.76286,0.44617,1.30584,2.9721,1.85819,0.00108388,0.00108388,0.00108388
55,19.4377,0.6179,1.6433,1.20409,0.95079,0.75,0.76286,0.44617,1.30584,2.9721,1.85819,0.00107288,0.00107288,0.00107288
56,19.7737,0.90969,1.77831,1.36985,0.61765,0.58333,0.51388,0.37964,1.23771,3.00658,1.82474,0.00106188,0.00106188,0.00106188
57,20.0959,0.6862,1.66896,1.31366,0.61765,0.58333,0.51388,0.37964,1.23771,3.00658,1.82474,0.00105088,0.00105088,0.00105088
58,20.4372,0.6793,1.62928,1.29377,0.61765,0.58333,0.51388,0.37964,1.23771,3.00658,1.82474,0.00103987,0.00103987,0.00103987
59,20.7556,0.68291,1.61118,1.27856,0.60858,0.58333,0.60946,0.46329,1.18886,2.63743,1.76432,0.00102887,0.00102887,0.00102887
60,21.0863,0.79768,1.68794,1.30534,0.60858,0.58333,0.60946,0.46329,1.18886,2.63743,1.76432,0.00101787,0.00101787,0.00101787
61,21.4312,0.6121,1.47984,1.13902,0.9026,0.54553,0.7545,0.5772,1.12273,2.68215,1.71623,0.00100687,0.00100687,0.00100687
62,21.754,0.60318,1.55587,1.13661,0.9026,0.54553,0.7545,0.5772,1.12273,2.68215,1.71623,0.000995866,0.000995866,0.000995866
63,22.0716,0.64531,1.48445,1.13347,0.9026,0.54553,0.7545,0.5772,1.12273,2.68215,1.71623,0.000984864,0.000984864,0.000984864
64,22.3987,0.63052,1.44101,1.13764,0.87176,0.58333,0.68,0.56725,1.22167,2.74751,1.80531,0.000973861,0.000973861,0.000973861
65,22.7307,0.54747,1.47351,1.12895,0.87176,0.58333,0.68,0.56725,1.22167,2.74751,1.80531,0.000962859,0.000962859,0.000962859
66,23.0521,0.65029,1.45178,1.21941,0.91887,0.58333,0.705,0.6015,1.19075,2.36752,1.80916,0.000951857,0.000951857,0.000951857
67,23.3872,0.5658,1.44989,1.17132,0.91887,0.58333,0.705,0.6015,1.19075,2.36752,1.80916,0.000940855,0.000940855,0.000940855
68,23.7264,0.55289,1.60372,1.08663,0.91887,0.58333,0.705,0.6015,1.19075,2.36752,1.80916,0.000929853,0.000929853,0.000929853
69,24.0636,0.5915,1.39025,1.09757,0.92947,0.58333,0.79617,0.61887,1.21212,2.09861,1.84357,0.00091885,0.00091885,0.00091885
70,24.4029,0.56917,1.44836,1.16558,0.92947,0.58333,0.79617,0.61887,1.21212,2.09861,1.84357,0.000907848,0.000907848,0.000907848
71,24.7605,0.55863,1.34879,1.23343,0.92626,0.58333,0.79617,0.64048,1.18028,2.05659,1.82648,0.000896846,0.000896846,0.000896846
72,25.0995,0.58388,1.33399,1.17891,0.92626,0.58333,0.79617,0.64048,1.18028,2.05659,1.82648,0.000885844,0.000885844,0.000885844
73,25.4398,0.57532,1.37639,1.25868,0.92626,0.58333,0.79617,0.64048,1.18028,2.05659,1.82648,0.000874842,0.000874842,0.000874842
74,25.7776,0.58288,1.3326,1.14161,0.70341,0.93572,0.90071,0.61871,1.242,2.08048,1.79768,0.000863839,0.000863839,0.000863839
75,26.0977,0.54081,1.34873,1.1062,0.70341,0.93572,0.90071,0.61871,1.242,2.08048,1.79768,0.000852837,0.000852837,0.000852837
76,26.4246,0.58007,1.31981,1.22297,0.7261,0.58333,0.7295,0.54648,1.45474,2.34295,2.00666,0.000841835,0.000841835,0.000841835
77,26.7697,0.56474,1.32608,1.19564,0.7261,0.58333,0.7295,0.54648,1.45474,2.34295,2.00666,0.000830833,0.000830833,0.000830833
78,27.1146,0.563,1.36556,1.1447,0.7261,0.58333,0.7295,0.54648,1.45474,2.34295,2.00666,0.000819831,0.000819831,0.000819831
79,27.4435,0.56703,1.26221,1.18055,0.7637,0.58333,0.735,0.52406,1.51058,2.46623,2.19558,0.000808828,0.000808828,0.000808828
80,27.7685,0.46479,1.23082,1.12557,0.7637,0.58333,0.735,0.52406,1.51058,2.46623,2.19558,0.000797826,0.000797826,0.000797826
81,28.0943,0.53933,1.31714,1.05746,0.97092,0.58209,0.75,0.53225,1.44175,2.24632,2.12874,0.000786824,0.000786824,0.000786824
82,28.4135,0.54789,1.3257,1.17106,0.97092,0.58209,0.75,0.53225,1.44175,2.24632,2.12874,0.000775822,0.000775822,0.000775822
83,28.7425,0.59517,1.36209,1.14414,0.97092,0.58209,0.75,0.53225,1.44175,2.24632,2.12874,0.00076482,0.00076482,0.00076482
84,29.1111,0.5164,1.2426,1.02482,0.93361,0.58333,0.75,0.557,1.37266,2.03479,2.05688,0.000753817,0.000753817,0.000753817
85,29.4508,0.52569,1.18179,1.06536,0.93361,0.58333,0.75,0.557,1.37266,2.03479,2.05688,0.000742815,0.000742815,0.000742815
86,29.8011,0.52182,1.2046,1.06934,0.95929,0.64874,0.87125,0.65962,1.3072,1.96205,1.92357,0.000731813,0.000731813,0.000731813
87,30.1576,0.47554,1.13376,1.06351,0.95929,0.64874,0.87125,0.65962,1.3072,1.96205,1.92357,0.000720811,0.000720811,0.000720811
88,30.5152,0.51292,1.1943,1.02163,0.95929,0.64874,0.87125,0.65962,1.3072,1.96205,1.92357,0.000709809,0.000709809,0.000709809
89,30.8697,0.47431,1.23202,1.11019,0.94344,0.69,0.875,0.63004,1.41587,2.03566,2.11617,0.000698806,0.000698806,0.000698806
90,31.2049,0.4954,1.23459,1.01349,0.94344,0.69,0.875,0.63004,1.41587,2.03566,2.11617,0.000687804,0.000687804,0.000687804
91,31.5506,0.54024,1.27174,1.11913,0.96341,0.64987,0.8795,0.60435,1.418,1.99089,2.14948,0.000676802,0.000676802,0.000676802
92,31.8969,0.51332,1.16289,1.09449,0.96341,0.64987,0.8795,0.60435,1.418,1.99089,2.14948,0.0006658,0.0006658,0.0006658
93,32.2457,0.53719,1.17228,1.06151,0.96341,0.64987,0.8795,0.60435,1.418,1.99089,2.14948,0.000654798,0.000654798,0.000654798
94,32.5902,0.48229,1.09961,1.06671,0.96725,0.6478,0.885,0.65029,1.26028,2.09967,1.9299,0.000643795,0.000643795,0.000643795
95,32.9202,0.55041,1.21732,1.17469,0.96725,0.6478,0.885,0.65029,1.26028,2.09967,1.9299,0.000632793,0.000632793,0.000632793
96,33.2464,0.4739,1.15174,1.12275,0.92995,0.58333,0.75071,0.54117,1.09503,2.20367,1.7374,0.000621791,0.000621791,0.000621791
97,33.5784,0.497,1.12799,1.06516,0.92995,0.58333,0.75071,0.54117,1.09503,2.20367,1.7374,0.000610789,0.000610789,0.000610789
98,33.9392,0.42651,1.15001,1.02566,0.92995,0.58333,0.75071,0.54117,1.09503,2.20367,1.7374,0.000599787,0.000599787,0.000599787
99,34.3002,0.41879,1.14652,1.01864,0.92504,0.58333,0.7133,0.50277,1.06461,2.15616,1.67333,0.000588784,0.000588784,0.000588784
100,34.6317,0.416,1.13382,1.00617,0.92504,0.58333,0.7133,0.50277,1.06461,2.15616,1.67333,0.000577782,0.000577782,0.000577782
101,34.9642,0.49747,1.13581,1.02326,0.9178,0.58333,0.76233,0.51675,1.03395,2.12527,1.63712,0.00056678,0.00056678,0.00056678
102,35.2796,0.46377,1.0864,1.01423,0.9178,0.58333,0.76233,0.51675,1.03395,2.12527,1.63712,0.000555778,0.000555778,0.000555778
103,35.6027,0.43329,1.15523,1.09017,0.9178,0.58333,0.76233,0.51675,1.03395,2.12527,1.63712,0.000544776,0.000544776,0.000544776
104,35.925,0.45287,1.06515,1.01461,0.90631,0.58333,0.804,0.56924,1.00284,2.10942,1.60785,0.000533773,0.000533773,0.000533773
105,36.2485,0.4498,1.08214,1.04867,0.90631,0.58333,0.804,0.56924,1.00284,2.10942,1.60785,0.000522771,0.000522771,0.000522771
106,36.5838,0.50771,1.17259,1.06032,0.78588,0.97149,0.929,0.68932,1.00709,2.05427,1.59795,0.000511769,0.000511769,0.000511769
107,36.9344,0.39802,1.11775,1.03462,0.78588,0.97149,0.929,0.68932,1.00709,2.05427,1.59795,0.000500767,0.000500767,0.000500767
108,37.307,0.4822,1.1616,1.08785,0.78588,0.97149,0.929,0.68932,1.00709,2.05427,1.59795,0.000489765,0.000489765,0.000489765
109,37.6574,0.42255,1.10555,1.01903,0.79917,0.96679,0.929,0.70608,0.97316,1.96162,1.55316,0.000478762,0.000478762,0.000478762
110,38.0005,0.4161,1.07578,1.09612,0.79917,0.96679,0.929,0.70608,0.97316,1.96162,1.55316,0.00046776,0.00046776,0.00046776
111,38.3398,0.44929,1.06326,1.09942,0.76165,0.97105,0.929,0.75288,0.88082,1.9589,1.50129,0.000456758,0.000456758,0.000456758
112,38.7044,0.37544,1.10954,0.97898,0.76165,0.97105,0.929,0.75288,0.88082,1.9589,1.50129,0.000445756,0.000445756,0.000445756
113,39.0656,0.36558,1.07788,1.00745,0.76165,0.97105,0.929,0.75288,0.88082,1.9589,1.50129,0.000434754,0.000434754,0.000434754
114,39.3986,0.41858,1.08573,1.05208,0.9086,0.58333,0.82917,0.64692,0.85682,1.96962,1.49456,0.000423751,0.000423751,0.000423751
115,39.7218,0.37849,1.00782,1.12287,0.9086,0.58333,0.82917,0.64692,0.85682,1.96962,1.49456,0.000412749,0.000412749,0.000412749
116,40.0397,0.40544,1.00035,1.08285,0.91133,0.58333,0.82917,0.65863,0.82235,1.91654,1.47086,0.000401747,0.000401747,0.000401747
117,40.3519,0.42256,1.13443,0.98395,0.91133,0.58333,0.82917,0.65863,0.82235,1.91654,1.47086,0.000390745,0.000390745,0.000390745
118,40.6642,0.43308,1.04524,1.09176,0.91133,0.58333,0.82917,0.65863,0.82235,1.91654,1.47086,0.000379743,0.000379743,0.000379743
119,40.9948,0.39728,0.98142,1.01188,0.91844,0.58333,0.80854,0.67263,0.8381,1.87849,1.46418,0.00036874,0.00036874,0.00036874
120,41.3758,0.37598,0.96123,1.0398,0.91844,0.58333,0.80854,0.67263,0.8381,1.87849,1.46418,0.000357738,0.000357738,0.000357738
121,41.7391,0.34789,0.94765,0.91078,0.91557,0.58333,0.87042,0.6885,0.83778,1.83108,1.45994,0.000346736,0.000346736,0.000346736
122,42.0726,0.38623,1.03157,0.96539,0.91557,0.58333,0.87042,0.6885,0.83778,1.83108,1.45994,0.000335734,0.000335734,0.000335734
123,42.3911,0.36267,1.0115,0.99837,0.91557,0.58333,0.87042,0.6885,0.83778,1.83108,1.45994,0.000324732,0.000324732,0.000324732
124,42.7008,0.36663,0.99896,0.86843,0.9179,0.58333,0.75,0.657,0.90206,1.81181,1.50083,0.000313729,0.000313729,0.000313729
125,43.0059,0.42614,0.99365,0.9581,0.9179,0.58333,0.75,0.657,0.90206,1.81181,1.50083,0.000302727,0.000302727,0.000302727
126,43.3145,0.39002,1.03379,1.04537,0.90587,0.58333,0.76,0.62762,0.94639,1.8688,1.54537,0.000291725,0.000291725,0.000291725
127,43.6327,0.43777,1.03283,1.03001,0.90587,0.58333,0.76,0.62762,0.94639,1.8688,1.54537,0.000280723,0.000280723,0.000280723
128,43.9606,0.34164,0.98374,0.99131,0.90587,0.58333,0.76,0.62762,0.94639,1.8688,1.54537,0.000269721,0.000269721,0.000269721
129,44.2893,0.3813,0.9539,0.8981,0.91528,0.58333,0.76,0.59725,0.91693,1.84622,1.52459,0.000258718,0.000258718,0.000258718
130,44.6088,0.34238,0.93933,0.95201,0.91528,0.58333,0.76,0.59725,0.91693,1.84622,1.52459,0.000247716,0.000247716,0.000247716
131,44.9254,0.4242,0.97713,1.06271,0.91205,0.58333,0.76,0.60213,0.90886,1.85399,1.53564,0.000236714,0.000236714,0.000236714
132,45.2308,0.33676,0.98861,0.97893,0.91205,0.58333,0.76,0.60213,0.90886,1.85399,1.53564,0.000225712,0.000225712,0.000225712
133,45.5483,0.39077,1.0627,1.02297,0.91205,0.58333,0.76,0.60213,0.90886,1.85399,1.53564,0.00021471,0.00021471,0.00021471
134,45.8754,0.3578,0.93306,1.00478,0.91371,0.58333,0.76,0.59342,0.87486,1.87916,1.49701,0.000203707,0.000203707,0.000203707
135,46.186,0.32876,0.98063,1.05116,0.91371,0.58333,0.76,0.59342,0.87486,1.87916,1.49701,0.000192705,0.000192705,0.000192705
136,46.5025,0.35226,0.97278,0.99261,0.92189,0.58333,0.77571,0.64904,0.87421,1.88312,1.47474,0.000181703,0.000181703,0.000181703
137,46.8233,0.33278,0.94305,0.94558,0.92189,0.58333,0.77571,0.64904,0.87421,1.88312,1.47474,0.000170701,0.000170701,0.000170701
138,47.1266,0.31837,0.92497,0.94048,0.92189,0.58333,0.77571,0.64904,0.87421,1.88312,1.47474,0.000159699,0.000159699,0.000159699
139,47.4678,0.33403,0.94322,0.90637,0.91838,0.58333,0.77571,0.62761,0.84283,1.8821,1.43967,0.000148696,0.000148696,0.000148696
140,47.7848,0.30932,1.09177,0.91953,0.91838,0.58333,0.77571,0.62761,0.84283,1.8821,1.43967,0.000137694,0.000137694,0.000137694
141,48.4406,0.30321,0.93668,0.95548,0.91918,0.58333,0.81738,0.65076,0.84688,1.91818,1.44874,0.000126692,0.000126692,0.000126692
