epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,29.7128,0.67188,1.38121,1.24626,0.71783,0.58333,0.60342,0.29521,1.65552,2.79871,2.33155,0.000742815,0.000742815,0.000742815
86,30.038,0.6307,1.38467,1.15827,0.77609,0.58333,0.60381,0.30026,1.50385,2.70155,2.18457,0.000731813,0.000731813,0.000731813
87,30.3618,0.58864,1.36273,1.16472,0.77609,0.58333,0.60381,0.30026,1.50385,2.70155,2.18457,0.000720811,0.000720811,0.000720811
88,30.6771,0.62192,1.34171,1.15014,0.77609,0.58333,0.60381,0.30026,1.50385,2.70155,2.18457,0.000709809,0.000709809,0.000709809
89,30.9956,0.60683,1.40831,1.18131,0.80197,0.58333,0.62545,0.34007,1.5498,2.7046,2.22413,0.000698806,0.000698806,0.000698806
90,31.3232,0.53621,1.3126,1.05858,0.80197,0.58333,0.62545,0.34007,1.5498,2.7046,2.22413,0.000687804,0.000687804,0.000687804
91,31.6583,0.59386,1.37175,1.21036,0.81022,0.58333,0.705,0.34245,1.68414,2.83176,2.32096,0.000676802,0.000676802,0.000676802
92,31.9829,0.58613,1.27828,1.19868,0.81022,0.58333,0.705,0.34245,1.68414,2.83176,2.32096,0.0006658,0.0006658,0.0006658
93,32.3136,0.52625,1.27609,1.08544,0.81022,0.58333,0.705,0.34245,1.68414,2.83176,2.32096,0.000654798,0.000654798,0.000654798
94,32.643,0.53033,1.20489,1.13536,0.77827,0.58333,0.705,0.3423,1.75195,2.91305,2.4314,0.000643795,0.000643795,0.000643795
95,32.9656,0.56932,1.30274,1.27005,0.77827,0.58333,0.705,0.3423,1.75195,2.91305,2.4314,0.000632793,0.000632793,0.000632793
96,33.2838,0.59931,1.21569,1.1926,0.75394,0.58333,0.74667,0.39187,1.83137,2.75392,2.6155,0.000621791,0.000621791,0.000621791
97,33.6156,0.44826,1.19167,1.08278,0.75394,0.58333,0.74667,0.39187,1.83137,2.75392,2.6155,0.000610789,0.000610789,0.000610789
98,33.9783,0.49856,1.26521,1.15292,0.75394,0.58333,0.74667,0.39187,1.83137,2.75392,2.6155,0.000599787,0.000599787,0.000599787
99,34.3149,0.52002,1.20939,1.13081,0.74832,0.58333,0.705,0.35796,1.84081,2.7266,2.72173,0.000588784,0.000588784,0.000588784
100,34.6396,0.60609,1.2236,1.10165,0.74832,0.58333,0.705,0.35796,1.84081,2.7266,2.72173,0.000577782,0.000577782,0.000577782
101,34.9605,0.53609,1.24496,1.09657,0.73228,0.58333,0.705,0.37208,1.88158,2.71693,2.74834,0.00056678,0.00056678,0.00056678
102,35.2835,0.61653,1.18368,1.22254,0.73228,0.58333,0.705,0.37208,1.88158,2.71693,2.74834,0.000555778,0.000555778,0.000555778
103,35.598,0.55037,1.37227,1.26255,0.73228,0.58333,0.705,0.37208,1.88158,2.71693,2.74834,0.000544776,0.000544776,0.000544776
104,35.9105,0.57423,1.14733,1.14303,0.71532,0.58333,0.70564,0.30795,1.94361,2.78713,2.80699,0.000533773,0.000533773,0.000533773
105,36.2254,0.55404,1.17338,1.1519,0.71532,0.58333,0.70564,0.30795,1.94361,2.78713,2.80699,0.000522771,0.000522771,0.000522771
106,36.5479,0.69448,1.36499,1.21278,0.70862,0.58333,0.59233,0.27261,1.99554,2.79671,2.83134,0.000511769,0.000511769,0.000511769
107,36.8686,0.49379,1.18263,1.15471,0.70862,0.58333,0.59233,0.27261,1.99554,2.79671,2.83134,0.000500767,0.000500767,0.000500767
108,37.1893,0.47335,1.15502,1.04256,0.70862,0.58333,0.59233,0.27261,1.99554,2.79671,2.83134,0.000489765,0.000489765,0.000489765
109,37.5221,0.52401,1.18288,1.10983,0.68362,0.58333,0.58655,0.2473,2.06822,2.81853,2.91955,0.000478762,0.000478762,0.000478762
110,37.9001,0.50041,1.13063,1.13125,0.68362,0.58333,0.58655,0.2473,2.06822,2.81853,2.91955,0.00046776,0.00046776,0.00046776
111,38.2368,0.47149,1.07287,1.06221,0.74676,0.58333,0.58433,0.24347,2.1001,2.69146,3.03231,0.000456758,0.000456758,0.000456758
112,38.5789,0.49573,1.10901,1.10155,0.74676,0.58333,0.58433,0.24347,2.1001,2.69146,3.03231,0.000445756,0.000445756,0.000445756
113,38.8891,0.43542,1.08044,1.0723,0.74676,0.58333,0.58433,0.24347,2.1001,2.69146,3.03231,0.000434754,0.000434754,0.000434754
114,39.2032,0.51216,1.16406,1.10938,0.78326,0.58333,0.58294,0.24157,2.12808,2.80169,2.97094,0.000423751,0.000423751,0.000423751
115,39.5144,0.42702,1.05404,1.11159,0.78326,0.58333,0.58294,0.24157,2.12808,2.80169,2.97094,0.000412749,0.000412749,0.000412749
116,39.8316,0.41685,1.07198,1.09566,0.82752,0.58333,0.58388,0.25021,2.09425,2.75312,2.96423,0.000401747,0.000401747,0.000401747
117,40.1685,0.59225,1.24929,1.06177,0.82752,0.58333,0.58388,0.25021,2.09425,2.75312,2.96423,0.000390745,0.000390745,0.000390745
118,40.5338,0.48498,1.13357,1.12615,0.82752,0.58333,0.58388,0.25021,2.09425,2.75312,2.96423,0.000379743,0.000379743,0.000379743
119,40.8801,0.47243,1.07704,1.10719,0.84768,0.58333,0.58439,0.25041,2.09301,2.80321,3.05252,0.00036874,0.00036874,0.00036874
120,41.199,0.39953,1.03938,1.0401,0.84768,0.58333,0.58439,0.25041,2.09301,2.80321,3.05252,0.000357738,0.000357738,0.000357738
121,41.522,0.45705,1.10594,1.01547,0.86471,0.58333,0.58446,0.25036,2.12345,2.73162,3.22084,0.000346736,0.000346736,0.000346736
122,41.8514,0.47789,1.06567,1.06125,0.86471,0.58333,0.58446,0.25036,2.12345,2.73162,3.22084,0.000335734,0.000335734,0.000335734
123,42.212,0.43922,1.04058,1.04982,0.86471,0.58333,0.58446,0.25036,2.12345,2.73162,3.22084,0.000324732,0.000324732,0.000324732
124,42.5343,0.48983,1.08927,1.001,0.83974,0.58333,0.58431,0.24992,2.12443,2.90252,3.18991,0.000313729,0.000313729,0.000313729
125,42.8988,0.46606,1.07039,1.02162,0.83974,0.58333,0.58431,0.24992,2.12443,2.90252,3.18991,0.000302727,0.000302727,0.000302727
126,43.2289,0.45128,1.10141,1.11132,0.83263,0.58333,0.58388,0.24158,2.1408,2.88693,3.25489,0.000291725,0.000291725,0.000291725
